Q_ID,Year,Subject,Sub_Topic,Question,Opt_A,Opt_B,Opt_C,Opt_D,Correct_Answer,Correct_Option_Text,Explanation,Difficulty,Question_Type,Repeats_In,Zone
BPSC_64_090,2018,General Studies,,"निम्नलिखित शासकों में से किसने “अपनी सेना को दो सौ, दो सौ पचास और पाँच सौ की इकाइयों में विभाजित किया था",बहलूल लोदी,सिकंदर शाह,शेरशाह,इस्लाम शाह,E,उपरोक्त में से कोई नहीं/उपर्युक्त में से एक से अधिक उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_64_091,2018,Modern History,,किसने कहा कि अकबर के समय में इलाहाबाद में चालीस स्तंभों का महल बनाने के लिए पाँच हज़ार से बीस हज़ार लोगों ने चालीस वर्षों तक काम किया था?,मनुक्की,टैवर्नियर,विलियम फिंच,अब्दुल हामिद लाहौरी,C,विलियम फिंच,,Medium,MCQ,,
BPSC_64_092,2018,Modern History,,किस सुल्तान को 'कश्मीर का अकबर' कहा जाता था?,सुल्तान शम्सुद्दीन शाह,सुल्तान कुतुबुद्दीन,सुल्तान सिकंदर,सुल्तान ज़ैनुल आबिदीन,D,सुल्तान ज़ैनुल आबिदीन,,Medium,MCQ,,
BPSC_64_093,2018,General Studies,,फ़राज़ी आंदोलन की शुरुआत किसने की?,हाजी शरीयतुल्लाह,सैयद अहमद,सलीमुल्लाह,एम. ए. जिन्ना,A,हाजी शरीयतुल्लाह,,Medium,MCQ,,
BPSC_64_094,2018,Modern History,,पॉवर्टी एंड अन-ब्रिटिश रूल इन इंडिया पुस्तक किसने लिखी?,आर. सी. दत्त,दादाभाई नौरोजी,बिपिन चंद्र पाल,लाजपत राय,B,दादाभाई नौरोजी,,Medium,MCQ,,
BPSC_64_095,2018,Bihar Special,,बंगाल किरायेदारी अधिनियम द्वारा बंगाल और बिहार में भूमि पर किरायेदारों के अधिकारों को कब मान्यता दी गई?,1868,1881,1885,1893,C,1885,,Medium,MCQ,,
BPSC_64_096,2018,Bihar Special,,बिहार भारत का एक अलग प्रांत कब बना?,1897,1905,1907,1912,D,1912,,Medium,MCQ,,
BPSC_64_097,2018,Modern History,,गांधीजी को चंपारण में किसने आमंत्रित किया?,राजेंद्र प्रसाद,राज कुमार शुक्ला,मज़हरुल हक़,कृष्णा सहाय,B,राज कुमार शुक्ला,,Medium,MCQ,,
BPSC_64_098,2018,Modern History,,1929 के कांग्रेस अधिवेशन में स्वतंत्रता का झंडा किसने फहराया?,मौलाना मुहम्मद अली,पंडित जवाहरलाल नेहरू,वल्लभभाई पटेल,सुभाष चंद्र बोस,B,पंडित जवाहरलाल नेहरू,,Medium,MCQ,,
BPSC_64_099,2018,Bihar Special,,बिहार सोशलिस्ट पार्टी का गठन कब हुआ?,1921,1927,1931,1934,D,1934,,Medium,MCQ,,
BPSC_64_100,2018,Modern History,,निम्नलिखित में से कौन बिहार में प्रथम कांग्रेस मंत्रिमंडल का नेता था?,अनुग्रह नारायण सिन्हा,अब्दुल बारी,-जयप्रकाश नारायण,श्री कृष्ण सिन्हा,D,श्री कृष्ण सिन्हा,,Medium,MCQ,,
